movies,Title,genresgenregenre,YEAR,Rating
105,"Bridges of Madison County, The",Drama|Romance,1995,9
110,Braveheart,Action|Drama|War,1995,5
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,6
114,Margaret's Museum,Drama,1995,1
116,Anne Frank Remembered,Documentary,1995,10
117,"Young Poisoner's Handbook, The",Crime|Drama,1994,3
119,"Steal Big, Steal Little",Comedy,1995,9
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995,3
130,Angela,Drama,1994,6
131,Frankie Starlight,Drama|Romance,1994,1
132,Jade,Thriller,1994,10
137,Man of the Year,Documentary,1994,6
144,"Brothers McMullen, The",Comedy,1995,9
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,8
146,"Amazing Panda Adventure, The",Adventure|Children,1995,7
147,"Basketball Diaries, The",Drama,1995,4
148,"Awfully Big Adventure, An",Drama,1994,7
150,Apollo 13,Adventure|Drama|IMAX,1994,3
151,Rob Roy,Action|Drama|Romance|War,1994,6
152,"Addiction, The",Drama|Horror,1994,6
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,3
155,Beyond Rangoon,Adventure|Drama|War,1994,7
156,Blue in the Face,Comedy|Drama,1994,3
157,Canadian Bacon,Comedy|War,1994,9
158,Casper,Adventure|Children,1994,2
159,Clockers,Crime|Drama|Mystery,1994,2
160,Congo,Action|Adventure|Mystery|Sci-Fi,1994,1
161,Crimson Tide,Drama|Thriller|War,1994,5
163,Desperado,Action|Romance|Western,1995,7
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,9
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1994,10
166,"Doom Generation, The",Comedy|Crime|Drama,1994,4
167,Feast of July,Drama,1995,9
168,First Knight,Action|Drama|Romance,1994,5
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,5
170,Hackers,Action|Adventure|Crime|Thriller,1994,2
171,Jeffrey,Comedy|Drama,1995,4
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,1
173,Judge Dredd,Action|Crime|Sci-Fi,1995,10
174,Jury Duty,Comedy,1995,6
175,Kids,Drama,1994,2
176,Living in Oblivion,Comedy,1995,4
177,Lord of Illusions,Horror,1994,1
179,Mad Love,Drama|Romance,1995,7
180,Mallrats,Comedy|Romance,1995,6
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1994,7
185,"Net, The",Action|Crime|Thriller,1995,10
186,Nine Months,Comedy|Romance,1994,2
187,Party Girl,Comedy,1994,10
188,"Prophecy, The",Fantasy|Horror|Mystery,1994,9
189,Reckless,Comedy|Fantasy,1995,4
190,Safe,Thriller,1995,9
191,"Scarlet Letter, The",Drama|Romance,1994,5
193,Showgirls,Drama,1995,1
194,Smoke,Comedy|Drama,1995,4
195,Something to Talk About,Comedy|Drama|Romance,1995,2
196,Species,Horror|Sci-Fi,1995,5
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1994,2
200,"Tie That Binds, The",Thriller,1995,8
201,Three Wishes,Drama|Fantasy,1994,1
202,Total Eclipse,Drama|Romance,1994,7
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1994,9
204,Under Siege 2: Dark Territory,Action,1994,6
205,Unstrung Heroes,Comedy|Drama,1994,1
206,Unzipped,Documentary,1995,1
207,"Walk in the Clouds, A",Drama|Romance,1994,10
208,Waterworld,Action|Adventure|Sci-Fi,1994,7
209,White Man's Burden,Drama,1994,6
215,Before Sunrise,Drama|Romance,1995,6
216,Billy Madison,Comedy,1995,10
217,"Babysitter, The",Drama|Thriller,1995,10
218,Boys on the Side,Comedy|Drama,1995,6
219,"Cure, The",Drama,1994,4
220,Castle Freak,Horror,1994,5
222,Circle of Friends,Drama|Romance,1995,2
224,Don Juan DeMarco,Comedy|Drama|Romance,1994,8
228,Destiny Turns on the Radio,Comedy,1995,2
230,Dolores Claiborne,Drama|Thriller,1994,7
236,French Kiss,Action|Comedy|Romance,1994,7
237,Forget Paris,Comedy|Romance,1995,7
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1994,2
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,8
240,Hideaway,Thriller,1995,6
241,Fluke,Children|Drama,1994,2
243,Gordy,Children|Comedy|Fantasy,1995,4
244,Gumby: The Movie,Animation|Children,1995,5
250,Heavyweights (Heavy Weights),Children|Comedy,1995,6
251,"Hunted, The",Action,1995,3
254,Jefferson in Paris,Drama,1994,7
255,"Jerky Boys, The",Comedy,1995,2
257,Just Cause,Mystery|Thriller,1995,6
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1994,8
259,Kiss of Death,Crime|Drama|Thriller,1995,2
262,"Little Princess, A",Children|Drama,1994,1
267,Major Payne,Comedy,1994,2
271,Losing Isaiah,Drama,1994,6
274,Man of the House,Comedy,1994,10
278,Miami Rhapsody,Comedy,1995,10
279,My Family,Drama,1994,10
280,Murder in the First,Drama|Thriller,1994,9
283,New Jersey Drive,Crime|Drama,1995,6
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,5
294,"Perez Family, The",Comedy|Romance,1995,9
295,"Pyromaniac's Love Story, A",Comedy|Romance,1994,8
303,"Quick and the Dead, The",Action|Thriller|Western,1994,5
304,Roommates,Comedy|Drama,1994,5
312,Stuart Saves His Family,Comedy,1994,1
322,Swimming with Sharks,Comedy|Drama,1994,9
325,National Lampoon's Senior Trip,Comedy,1995,10
327,Tank Girl,Action|Comedy|Sci-Fi,1994,4
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1994,2
330,Tales from the Hood,Action|Crime|Horror,1994,3
332,Village of the Damned,Horror|Sci-Fi,1994,8
333,Tommy Boy,Comedy,1994,6
335,Underneath,Mystery|Thriller,1995,5
336,"Walking Dead, The",Drama|War,1995,6
338,Virtuosity,Action|Sci-Fi|Thriller,1995,4
339,While You Were Sleeping,Comedy|Romance,1994,2
343,"Baby-Sitters Club, The",Children,1995,9
358,Higher Learning,Drama,1994,1
384,Bad Company,Action|Crime|Drama,1994,7
388,Boys Life,Drama,1995,2
401,Mirage,Action|Thriller,1994,2
407,In the Mouth of Madness,Horror|Thriller,1994,3
467,Live Nude Girls,Comedy,1994,6
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1994,4
562,Welcome to the Dollhouse,Comedy|Drama,1994,6
581,"Celluloid Closet, The",Documentary,1995,7
585,"Brady Bunch Movie, The",Comedy,1994,10
603,"Bye Bye, Love",Comedy,1994,5
606,Candyman: Farewell to the Flesh,Fantasy|Horror,1995,3
617,"Flower of My Secret, The (La flor de mi secreto)",Comedy|Drama,1995,10
627,"Last Supper, The",Drama|Thriller,1995,7
632,Land and Freedom (Tierra y libertad),Drama|War,1994,1
633,Denise Calls Up,Comedy,1995,1
638,Jack and Sarah,Romance,1995,1
665,Underground,Comedy|Drama|War,1995,6
679,"Run of the Country, The",Drama,1995,2
688,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995,5
690,"Promise, The (Versprechen, Das)",Drama|Romance,1995,7
696,Butterfly Kiss,Drama|Thriller,1995,7
698,Delta of Venus,Drama,1995,6
700,Angus,Comedy,1994,9
714,Dead Man,Drama|Mystery|Western,1994,5
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama|Romance,1994,4
721,Halfmoon (Paul Bowles - Halbmond),Drama,1994,3
728,Cold Comfort Farm,Comedy,1995,5
741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi,1994,10
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995,8
753,"Month by the Lake, A",Comedy|Drama|Romance,1994,8
754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children,1995,10
764,Heavy,Drama|Romance,1994,10
767,"Grass Harp, The",Comedy|Drama,1994,10
787,"Gate of Heavenly Peace, The",Documentary,1994,6
816,Two Deaths,Drama,1995,2
831,Stonewall,Drama,1995,9
846,Flirt,Drama,1994,3
850,Cyclo (Xich lo),Crime|Drama,1994,9
864,"Wife, The",Comedy|Drama,1995,10
888,Land Before Time III: The Time of the Great Giving,Adventure|Animation|Children|Musical,1995,1
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror|Thriller,1994,4
1087,Madame Butterfly,Musical,1995,4
1406,La Cérémonie,Crime|Drama|Mystery|Thriller,1994,8
1428,Angel Baby,Drama,1995,10
1549,Rough Magic,Drama|Romance,1994,5
1555,"To Have, or Not (En avoir (ou pas))",Drama,1994,5
1692,Alien Escape,Horror|Sci-Fi,1994,6
1757,Fallen Angels (Duo luo tian shi),Drama|Romance,1995,3
1795,"Callejón de los milagros, El",Drama,1994,6
2103,Tall Tale,Adventure|Children|Fantasy|Western,1994,7
2483,"Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,1995,7
3046,"Incredibly True Adventure of Two Girls in Love, The",Comedy|Romance,1994,2
3446,Funny Bones,Comedy|Drama,1994,6
3477,Empire Records,Comedy|Drama,1994,8
3573,Carnosaur 2,Horror|Sci-Fi,1994,3
3960,Haunted,Drama|Thriller,1994,4
4750,3 Ninjas Knuckle Up,Action|Children,1995,2
6857,Ninja Scroll (Jûbei ninpûchô),Action|Adventure|Animation|Fantasy,1995,8
7574,Maborosi (Maboroshi no hikari),Drama,1994,8
7669,Pride and Prejudice,Drama|Romance,1994,8
8839,"Mangler, The",Horror,1995,3
26854,"Darkman II: Return of Durant, The",Action|Crime|Horror,1994,8
26903,Whisper of the Heart (Mimi wo sumaseba),Animation|Drama|Romance,1995,4
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight)",Adventure|Animation|Comedy|Fantasy,1995,8
32554,Memories (Memorîzu),Animation|Fantasy|Sci-Fi|Thriller,1995,6
44317,Kummeli Stories,Comedy,1994,8
44421,"Personal Journey with Martin Scorsese Through American Movies, A",Documentary,1995,10
51357,Citizen X,Crime|Drama|Thriller,1995,10
95782,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta),Action|Adventure|Animation,1994,3
95963,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru),Action|Adventure|Animation,1995,3
136592,Freaky Friday,(no genres listed),1994,8
61,Eye for an Eye,Drama|Thriller,1995,1
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996,3
64,Two if by Sea,Comedy|Romance,1995,4
65,Bio-Dome,Comedy,1995,2
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1995,4
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1995,3
74,Bed of Roses,Drama|Romance,1996,8
79,"Juror, The",Drama|Thriller,1996,5
86,White Squall,Action|Adventure|Drama,1995,10
87,Dunston Checks In,Children|Comedy,1995,8
88,Black Sheep,Comedy,1995,8
92,Mary Reilly,Drama|Horror|Thriller,1996,4
94,Beautiful Girls,Comedy|Drama|Romance,1995,9
95,Broken Arrow,Action|Adventure|Thriller,1995,7
100,City Hall,Drama|Thriller,1996,2
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,3
102,Mr. Wrong,Comedy,1996,2
103,Unforgettable,Mystery|Sci-Fi|Thriller,1995,9
104,Happy Gilmore,Comedy,1995,5
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1995,7
108,Catwalk,Documentary,1995,1
113,Before and After,Drama|Mystery,1995,4
118,If Lucy Fell,Comedy|Romance,1995,4
125,Flirting With Disaster,Comedy,1995,4
129,Pie in the Sky,Comedy|Romance,1995,6
135,Down Periscope,Comedy,1996,8
140,Up Close and Personal,Drama|Romance,1996,2
141,"Birdcage, The",Comedy,1996,4
291,Poison Ivy II,Drama|Thriller,1995,3
494,Executive Decision,Action|Adventure|Thriller,1995,5
605,One Fine Day,Drama|Romance,1995,9
608,Fargo,Comedy|Crime|Drama|Thriller,1995,1
609,Homeward Bound II: Lost in San Francisco,Adventure|Children,1995,1
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1995,2
612,"Pallbearer, The",Comedy,1995,8
613,Jane Eyre,Drama|Romance,1996,9
619,Ed,Comedy,1995,6
626,"Thin Line Between Love and Hate, A",Comedy,1995,7
628,Primal Fear,Crime|Drama|Mystery|Thriller,1996,1
630,Carried Away,Drama|Romance,1996,3
631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,1995,1
635,"Family Thing, A",Comedy|Drama,1996,7
637,Sgt. Bilko,Comedy,1995,8
639,Girl 6,Comedy|Drama,1996,1
640,Diabolique,Drama|Thriller,1995,5
647,Courage Under Fire,Action|Crime|Drama|War,1996,9
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,1995,7
650,Moll Flanders,Drama,1996,8
651,"Superweib, Das",Comedy,1995,3
653,Dragonheart,Action|Adventure|Fantasy,1996,5
656,Eddie,Comedy,1996,8
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,1995,6
662,Fear,Thriller,1995,8
663,Kids in the Hall: Brain Candy,Comedy,1996,10
664,Faithful,Comedy,1996,4
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,1996,4
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996,10
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,10
685,It's My Party,Drama,1995,10
691,Mrs. Winterbourne,Comedy|Romance,1995,2
692,Solo,Action|Sci-Fi|Thriller,1996,5
694,"Substitute, The",Action|Crime|Drama,1995,5
695,True Crime,Mystery|Thriller,1996,3
697,Feeling Minnesota,Drama|Romance,1995,5
703,Boys,Drama,1996,2
704,"Quest, The",Action|Adventure,1996,10
705,Cosi,Comedy,1995,5
707,Mulholland Falls,Crime|Drama|Thriller,1996,4
708,"Truth About Cats & Dogs, The",Comedy|Romance,1995,8
710,Celtic Pride,Comedy,1995,2
711,Flipper,Adventure|Children,1995,1
719,Multiplicity,Comedy,1995,1
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1995,10
722,"Haunted World of Edward D. Wood Jr., The",Documentary,1996,5
724,"Craft, The",Drama|Fantasy|Horror|Thriller,1996,1
725,"Great White Hype, The",Comedy,1995,1
726,Last Dance,Drama,1996,1
731,Heaven's Prisoners,Crime|Thriller,1996,9
733,"Rock, The",Action|Adventure|Thriller,1995,9
736,Twister,Action|Adventure|Romance|Thriller,1995,9
737,Barb Wire,Action|Sci-Fi,1996,8
742,Thinner,Horror|Thriller,1995,2
743,Spy Hard,Comedy,1995,10
747,"Stupids, The",Comedy,1996,8
748,"Arrival, The",Action|Sci-Fi|Thriller,1995,4
761,"Phantom, The",Action|Adventure,1995,6
762,Striptease,Comedy|Crime,1996,3
765,Jack,Comedy|Drama,1996,10
766,I Shot Andy Warhol,Drama,1995,10
769,Marlene Dietrich: Shadow and Light,Documentary,1996,7
778,Trainspotting,Comedy|Crime|Drama,1995,3
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller,1996,7
781,Stealing Beauty,Drama,1995,10
782,"Fan, The",Drama|Thriller,1996,7
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,1996,3
784,"Cable Guy, The",Comedy|Thriller,1996,3
785,Kingpin,Comedy,1996,5
786,Eraser,Action|Drama|Thriller,1995,9
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,1996,5
798,Daylight,Action|Adventure|Drama|Thriller,1996,8
799,"Frighteners, The",Comedy|Horror|Thriller,1996,9
800,Lone Star,Drama|Mystery|Western,1996,10
801,Harriet the Spy,Children|Comedy,1996,3
802,Phenomenon,Drama|Romance,1996,8
803,Walking and Talking,Comedy|Drama|Romance,1996,1
804,She's the One,Comedy|Romance,1995,7
805,"Time to Kill, A",Drama|Thriller,1996,2
806,American Buffalo,Crime|Drama,1996,1
808,Alaska,Adventure|Children,1996,3
809,Fled,Action|Adventure,1996,10
810,Kazaam,Children|Comedy|Fantasy,1996,4
813,Larger Than Life,Comedy,1996,10
818,"Very Brady Sequel, A",Comedy,1995,8
828,"Adventures of Pinocchio, The",Adventure|Children,1996,2
829,Joe's Apartment,Comedy|Fantasy|Musical,1996,6
830,"First Wives Club, The",Comedy,1995,7
832,Ransom,Crime|Thriller,1996,10
833,High School High,Comedy,1996,9
834,Phat Beach,Comedy,1996,1
835,Foxfire,Drama,1995,5
836,Chain Reaction,Action|Adventure|Thriller,1995,7
837,Matilda,Children|Comedy|Fantasy,1995,3
838,Emma,Comedy|Drama|Romance,1995,1
839,"Crow: City of Angels, The",Action|Thriller,1996,8
840,House Arrest,Children|Comedy,1996,3
842,Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,1996,9
848,"Spitfire Grill, The",Drama,1995,5
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1995,4
851,Basquiat,Drama,1995,6
852,Tin Cup,Comedy|Drama|Romance,1995,6
865,Small Faces,Drama,1996,7
866,Bound,Crime|Drama|Romance|Thriller,1996,3
867,Carpool,Comedy|Crime,1995,6
869,Kansas City,Crime|Drama|Musical|Thriller,1995,1
880,"Island of Dr. Moreau, The",Sci-Fi|Thriller,1995,9
881,First Kid,Children|Comedy,1995,6
882,"Trigger Effect, The",Drama|Thriller,1996,9
885,Bogus,Children|Drama|Fantasy,1995,2
886,Bulletproof,Action|Comedy|Crime,1995,6
892,Twelfth Night,Comedy|Drama|Romance,1996,3
893,Mother Night,Drama,1996,5
984,"Pompatus of Love, The",Comedy|Drama,1995,3
986,Fly Away Home,Adventure|Children,1996,1
988,Grace of My Heart,Comedy|Drama,1995,4
990,Maximum Risk,Action|Adventure|Thriller,1996,6
991,Michael Collins,Drama,1996,3
992,"Rich Man's Wife, The",Thriller,1995,9
994,Big Night,Comedy|Drama,1995,3
996,Last Man Standing,Action|Crime|Drama|Thriller,1995,10
997,Caught,Drama|Thriller,1995,2
998,Set It Off,Action|Crime,1995,9
999,2 Days in the Valley,Crime|Film-Noir,1995,4
1003,Extreme Measures,Drama|Thriller,1996,3
1004,"Glimmer Man, The",Action|Thriller,1995,3
1005,D3: The Mighty Ducks,Children|Comedy,1995,5
1006,"Chamber, The",Drama,1996,2
1034,Freeway,Comedy|Crime|Drama|Thriller,1996,10
1040,"Secret Agent, The",Drama,1995,6
1041,Secrets & Lies,Drama,1996,9
1042,That Thing You Do!,Comedy|Drama,1995,1
1043,To Gillian on Her 37th Birthday,Drama|Romance,1995,6
1044,Surviving Picasso,Drama,1996,1
1046,Beautiful Thing,Drama|Romance,1996,4
1047,"Long Kiss Goodnight, The",Action|Drama|Thriller,1996,5
1049,"Ghost and the Darkness, The",Action|Adventure,1995,8
1050,Looking for Richard,Documentary|Drama,1996,6
1051,Trees Lounge,Drama,1995,3
1053,Normal Life,Crime|Drama|Romance,1996,7
1054,Get on the Bus,Drama,1996,4
1056,Jude,Drama,1995,8
1057,Everyone Says I Love You,Comedy|Musical|Romance,1995,5
1059,William Shakespeare's Romeo + Juliet,Drama|Romance,1995,8
1060,Swingers,Comedy|Drama,1996,8
1061,Sleepers,Thriller,1996,6
1063,Johns,Drama,1996,7
1064,Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,1996,1
1105,Children of the Corn IV: The Gathering,Horror,1996,10
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,1995,1
1112,Palookaville,Action|Comedy|Drama,1995,8
1113,"Associate, The",Comedy,1995,9
1114,"Funeral, The",Crime|Drama,1995,1
1120,"People vs. Larry Flynt, The",Comedy|Drama,1995,1
1123,"Perfect Candidate, A",Documentary,1996,3
1137,Hustler White,Romance,1996,6
1145,Snowriders,Documentary,1995,5
1147,When We Were Kings,Documentary,1995,9
1165,"Bloody Child, The",Drama|Thriller,1995,1
1167,Dear God,Comedy,1996,7
1168,Bad Moon,Action|Adventure|Horror,1996,4
1183,"English Patient, The",Drama|Romance|War,1996,7
1310,Hype!,Documentary,1995,8
1311,Santa with Muscles,Comedy,1995,8
1312,Female Perversions,Drama,1995,3
1317,I'm Not Rappaport,Comedy,1995,10
1324,Amityville: Dollhouse,Horror,1995,4
1351,Blood and Wine (Blood & Wine),Crime|Drama|Thriller,1996,10
1352,Albino Alligator,Crime|Thriller,1996,3
1353,"Mirror Has Two Faces, The",Comedy|Drama|Romance,1995,6
1354,Breaking the Waves,Drama|Mystery,1996,10
1356,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996,6
1357,Shine,Drama|Romance,1995,10
1358,Sling Blade,Drama,1995,8
1359,Jingle All the Way,Children|Comedy,1996,2
1361,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1995,8
1363,"Preacher's Wife, The",Drama,1995,6
1365,Ridicule,Drama,1995,9
1366,"Crucible, The",Drama,1996,8
1367,101 Dalmatians,Adventure|Children|Comedy,1996,9
1384,"Substance of Fire, The",Drama,1995,8
1390,My Fellow Americans,Comedy,1996,4
1391,Mars Attacks!,Action|Comedy|Sci-Fi,1996,3
1392,Citizen Ruth,Comedy|Drama,1996,4
1393,Jerry Maguire,Drama|Romance,1995,9
1397,Bastard Out of Carolina,Drama,1995,3
1398,In Love and War,Romance|War,1995,5
1399,Marvin's Room,Drama,1996,5
1401,Ghosts of Mississippi,Drama,1996,8
1404,Night Falls on Manhattan,Crime|Drama,1995,1
1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1995,3
1407,Scream,Comedy|Horror|Mystery|Thriller,1996,5
1409,Michael,Comedy|Drama|Fantasy|Romance,1995,1
1410,"Evening Star, The",Comedy|Drama,1996,2
1411,Hamlet,Crime|Drama|Romance,1996,2
1413,"Whole Wide World, The",Drama,1996,4
1414,Mother,Comedy,1996,1
1415,"Thieves (Voleurs, Les)",Crime|Drama|Romance,1995,6
1416,Evita,Drama|Musical,1995,7
1417,"Portrait of a Lady, The",Drama,1995,10
1420,Message to Love: The Isle of Wight Festival,Documentary,1995,7
1423,Hearts and Minds,Drama,1995,7
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action|Adventure|Comedy|Thriller,1996,6
1430,Underworld,Comedy|Thriller,1996,2
1446,Kolya (Kolja),Comedy|Drama,1995,5
1449,Waiting for Guffman,Comedy,1995,10
1450,Prisoner of the Mountains (Kavkazsky plennik),War,1996,4
1455,Hotel de Love,Comedy|Romance,1996,10
1475,Kama Sutra: A Tale of Love,Romance,1995,4
1482,"Van, The",Comedy|Drama,1995,8
1483,Crash,Drama|Thriller,1995,1
1484,"Daytrippers, The",Comedy|Drama|Mystery|Romance,1995,5
1493,Love and Other Catastrophes,Romance,1995,9
1502,Kissed,Drama|Romance,1996,5
1504,Hollow Reed,Drama,1996,4
1516,Children of the Revolution,Comedy,1996,8
1531,Losing Chase,Drama,1996,5
1537,Shall We Dance? (Shall We Dansu?),Comedy|Drama|Romance,1995,10
1542,Brassed Off,Comedy|Drama|Romance,1995,8
1545,Ponette,Drama,1995,8
1546,Schizopolis,Comedy,1996,5
1554,"Pillow Book, The",Drama|Romance,1995,7
1571,When the Cat's Away (Chacun cherche son chat),Comedy|Romance,1995,9
1575,Gabbeh,Drama,1996,9
1642,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,1996,5
1902,Dream for an Insomniac,Drama|Romance,1996,3
2330,Hands on a Hard Body,Comedy|Documentary,1995,5
2342,Hard Core Logo,Comedy|Drama,1995,3
2609,"King of Masks, The (Bian Lian)",Drama,1995,5
2625,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,1996,6
2952,Sydney (Hard Eight),Crime|Drama|Thriller,1996,6
3282,Different for Girls,Comedy,1996,10
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1995,8
4175,Gray's Anatomy,Comedy|Drama,1995,3
4350,Forgotten Silver,Comedy|Documentary,1996,7
4755,Wish Upon a Star,Comedy,1995,2
5570,Thesis (Tesis),Drama|Horror|Thriller,1995,7
6474,"Truce, The (a.k.a. La Tregua)",Drama,1996,1
6683,Fire,Drama,1996,9
7355,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows),Adventure|Animation|Comedy,1996,6
7845,Tremors II: Aftershocks,Comedy|Horror|Sci-Fi,1995,1
8504,Box of Moon Light,Comedy|Drama,1995,6
26915,Tromeo and Juliet,Comedy|Drama,1995,7
26947,Pusher,Crime|Thriller,1996,7
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),Action|Adventure|Animation|Children,1996,8
136445,George Carlin: Back in Town,Comedy,1995,10
141886,The Dress,Comedy|Drama,1996,10
779,'Til There Was You,Drama|Romance,1997,1
870,Gone Fishin',Comedy,1997,1
879,"Relic, The",Horror|Thriller,1997,9
981,Dangerous Ground,Drama,1997,10
987,Bliss,Drama|Romance,1996,2
1055,Shadow Conspiracy,Thriller,1997,9
1181,"Shooter, The",Western,1996,5
1355,Nightwatch,Horror|Thriller,1997,9
1422,Murder at 1600,Crime|Drama|Mystery|Thriller,1997,8
1425,Fierce Creatures,Comedy,1996,9
1427,Turbulence,Action|Thriller,1997,7
1431,Beverly Hills Ninja,Action|Comedy,1996,2
1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997,8
1438,Dante's Peak,Action|Thriller,1997,3
1442,Prefontaine,Drama,1996,10
1445,McHale's Navy,Comedy|War,1997,1
1447,Gridlock'd,Crime,1997,9
1453,"Beautician and the Beast, The",Comedy|Romance,1997,8
1454,SubUrbia,Comedy|Drama,1996,9
1456,"Pest, The",Comedy,1997,6
1457,Fools Rush In,Comedy|Drama|Romance,1996,1
1458,Touch,Drama|Fantasy|Romance,1997,1
1459,Absolute Power,Mystery|Thriller,1996,4
1460,That Darn Cat,Children|Comedy|Mystery,1996,9
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,1997,6
1463,That Old Feeling,Comedy|Romance,1997,6
1464,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1996,4
1465,Rosewood,Action|Drama,1997,8
1466,Donnie Brasco,Crime|Drama,1997,10
1468,Booty Call,Comedy|Romance,1996,1
1472,City of Industry,Crime|Thriller,1997,5
1473,Best Men,Action|Comedy|Crime|Drama,1996,8
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children|Comedy,1997,4
1476,Private Parts,Comedy|Drama,1996,10
1479,"Saint, The",Action|Romance|Sci-Fi|Thriller,1996,9
1480,Smilla's Sense of Snow,Drama|Thriller,1996,7
1485,Liar Liar,Comedy,1997,7
1487,Selena,Drama|Musical,1997,5
1488,"Devil's Own, The",Action|Drama|Thriller,1997,3
1489,Cats Don't Dance,Animation|Children|Musical,1996,3
1490,B*A*P*S,Comedy,1996,5
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1996,6
1497,Double Team,Action,1997,9
1498,Inventing the Abbotts,Drama|Romance,1997,8
1499,Anaconda,Action|Adventure|Thriller,1996,1
1500,Grosse Pointe Blank,Comedy|Crime|Romance,1996,10
1501,Keys to Tulsa,Crime,1996,6
1503,8 Heads in a Duffel Bag,Comedy,1996,4
1507,Paradise Road,Drama|War,1997,7
1508,Traveller,Drama,1997,1
1513,Romy and Michele's High School Reunion,Comedy,1997,4
1515,Volcano,Action|Drama|Thriller,1996,3
1517,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997,3
1518,Breakdown,Action|Thriller,1997,3
1523,"Truth or Consequences, N.M.",Action|Crime|Romance,1996,8
1525,Warriors of Virtue,Action|Adventure|Children|Fantasy,1997,7
1526,Fathers' Day,Comedy,1996,4
1527,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,1997,9
1529,Nowhere,Comedy|Drama,1997,1
