age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,management,married,university.degree,no,yes,no,cellular,jul,wed,217,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1150,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,thu,113,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
41,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,691,10,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
33,management,married,university.degree,no,yes,no,cellular,may,mon,259,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
31,unemployed,married,professional.course,no,yes,yes,telephone,may,mon,169,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,housemaid,married,high.school,no,no,no,telephone,jul,thu,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,blue-collar,married,high.school,no,yes,yes,cellular,jul,fri,132,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,services,single,high.school,unknown,no,no,telephone,may,wed,364,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,services,married,high.school,no,no,no,cellular,may,fri,61,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,98,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
37,housemaid,single,university.degree,no,no,no,cellular,oct,tue,296,3,999,0,nonexistent,-3.4,92.431,-26.9,0.7440000000000001,5017.5,yes
33,technician,single,high.school,no,no,yes,telephone,may,fri,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24,student,single,unknown,no,yes,no,cellular,sep,wed,300,1,5,1,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
43,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,380,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,222,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
35,technician,single,university.degree,no,no,yes,cellular,aug,wed,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,unemployed,single,basic.4y,no,no,yes,cellular,nov,fri,573,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
31,unemployed,married,professional.course,no,yes,no,cellular,may,tue,32,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
48,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,537,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33,services,married,professional.course,no,no,no,cellular,oct,mon,291,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no
21,student,single,university.degree,no,yes,no,cellular,nov,fri,180,3,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
31,admin.,single,basic.9y,no,no,no,telephone,may,wed,80,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
35,services,single,university.degree,no,unknown,unknown,cellular,jun,tue,67,2,999,1,failure,-2.9,92.963,-40.8,1.286,5076.2,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,202,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,admin.,married,university.degree,no,yes,no,cellular,may,fri,348,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,admin.,married,university.degree,no,no,yes,cellular,aug,thu,220,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,86,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
43,services,married,high.school,no,no,no,telephone,may,mon,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,admin.,single,university.degree,no,no,no,cellular,nov,tue,398,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
50,self-employed,married,high.school,no,yes,no,cellular,may,mon,172,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
83,retired,divorced,basic.4y,no,no,no,cellular,nov,tue,242,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,yes
32,services,married,high.school,no,yes,yes,telephone,may,wed,184,9,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,317,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
32,technician,divorced,professional.course,no,yes,no,cellular,may,tue,493,10,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
26,technician,divorced,university.degree,no,no,no,cellular,jun,tue,437,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
32,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,324,5,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,100,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,fri,170,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
39,admin.,married,basic.6y,no,yes,no,telephone,may,thu,123,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
46,management,married,basic.4y,unknown,no,no,telephone,may,thu,319,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
72,retired,married,basic.6y,no,no,no,cellular,jul,wed,338,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8809999999999999,4991.6,no
51,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,61,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,admin.,married,university.degree,no,yes,no,cellular,jul,fri,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
55,services,divorced,high.school,no,no,yes,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
26,housemaid,married,basic.4y,no,no,no,cellular,jul,thu,695,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,self-employed,single,university.degree,no,no,no,cellular,may,mon,164,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
36,management,single,university.degree,no,yes,no,telephone,may,wed,145,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48,management,divorced,university.degree,no,no,no,telephone,may,wed,236,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,tue,471,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
30,services,married,high.school,unknown,no,yes,telephone,jun,fri,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27,student,single,high.school,no,no,no,telephone,oct,tue,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,no
36,self-employed,divorced,professional.course,no,yes,no,cellular,aug,wed,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,428,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,210,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,university.degree,no,no,no,telephone,nov,thu,109,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,no
36,services,married,high.school,unknown,no,no,cellular,jul,wed,79,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,186,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37,housemaid,divorced,basic.9y,unknown,yes,no,telephone,may,mon,226,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,239,2,11,1,success,-1.8,92.893,-46.2,1.244,5099.1,no
31,admin.,married,high.school,no,no,no,cellular,jul,thu,634,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,wed,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
40,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,143,3,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
38,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,131,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,technician,married,university.degree,unknown,no,no,cellular,aug,wed,93,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,294,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,admin.,married,university.degree,no,no,no,telephone,may,thu,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,technician,married,professional.course,no,unknown,unknown,telephone,aug,fri,9,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
46,management,married,basic.6y,unknown,no,no,telephone,may,wed,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
42,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,384,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,262,9,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,63,1,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,housemaid,single,university.degree,no,no,yes,cellular,may,mon,126,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
47,admin.,married,university.degree,unknown,no,no,cellular,apr,fri,226,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,admin.,single,university.degree,no,no,no,telephone,may,wed,992,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
22,admin.,single,high.school,no,yes,no,cellular,jul,tue,107,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,technician,married,professional.course,no,no,no,telephone,jun,tue,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
51,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,17,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,mon,535,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,125,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,services,single,professional.course,no,yes,yes,telephone,may,fri,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,admin.,single,university.degree,no,no,no,cellular,jul,wed,268,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes
34,admin.,divorced,high.school,no,no,no,cellular,mar,fri,156,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,no
32,admin.,single,high.school,no,no,no,cellular,may,tue,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
49,admin.,married,high.school,no,yes,yes,cellular,aug,tue,120,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
56,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,113,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,admin.,single,high.school,no,no,no,telephone,jun,mon,175,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
26,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,84,7,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
51,admin.,married,high.school,no,no,no,cellular,nov,wed,286,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
31,admin.,single,high.school,no,yes,no,cellular,aug,thu,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,technician,married,university.degree,unknown,no,no,telephone,jun,fri,431,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
44,technician,married,university.degree,no,no,no,cellular,aug,thu,214,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
51,management,married,university.degree,no,yes,no,cellular,jul,wed,420,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,556,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,fri,153,1,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
43,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
44,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,299,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,married,university.degree,no,no,no,cellular,aug,mon,246,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,no
55,admin.,married,basic.9y,no,no,no,cellular,nov,mon,154,3,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,no
46,services,married,unknown,no,no,no,cellular,aug,tue,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
56,retired,married,university.degree,no,no,no,cellular,nov,wed,232,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
36,admin.,married,university.degree,no,no,no,cellular,nov,tue,51,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
35,technician,married,high.school,no,no,no,telephone,aug,fri,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
32,admin.,single,university.degree,no,yes,no,telephone,may,fri,395,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,1084,4,999,0,nonexistent,-2.9,92.469,-33.6,0.933,5076.2,yes
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,9,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,services,married,high.school,unknown,no,no,cellular,may,mon,323,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,563,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,1013,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,admin.,single,high.school,no,no,no,cellular,jun,fri,76,2,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,no
44,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,18,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,self-employed,married,high.school,no,no,no,cellular,nov,mon,137,3,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
46,technician,married,professional.course,no,no,no,cellular,may,tue,87,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
33,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,731,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
43,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,mon,250,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,services,married,basic.9y,no,no,no,cellular,may,tue,212,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
38,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,mon,101,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38,admin.,married,high.school,no,no,no,cellular,jul,thu,175,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,202,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
42,technician,married,university.degree,unknown,yes,no,telephone,jun,mon,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
49,technician,married,professional.course,no,yes,no,cellular,jul,fri,190,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,self-employed,single,university.degree,no,yes,yes,cellular,nov,mon,182,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
39,management,married,university.degree,no,yes,no,telephone,jun,fri,30,24,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,technician,married,professional.course,unknown,no,no,cellular,aug,tue,222,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,services,married,high.school,no,yes,no,cellular,aug,wed,703,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
52,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,89,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,123,2,12,2,failure,-1.1,94.601,-49.5,0.977,4963.6,no
49,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,448,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30,blue-collar,single,high.school,no,yes,no,cellular,aug,thu,296,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
58,technician,married,professional.course,no,yes,yes,telephone,jun,tue,150,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,103,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
39,technician,single,professional.course,no,yes,no,cellular,nov,tue,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
55,management,divorced,university.degree,unknown,no,no,cellular,nov,fri,89,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,technician,single,professional.course,no,yes,no,cellular,nov,thu,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,79,1,999,1,failure,-2.9,92.201,-31.4,0.8809999999999999,5076.2,yes
36,technician,married,professional.course,unknown,no,no,telephone,may,fri,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,blue-collar,married,basic.4y,no,no,yes,telephone,jul,wed,25,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,married,university.degree,no,yes,yes,cellular,aug,wed,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
57,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,fri,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,technician,married,university.degree,unknown,no,yes,cellular,jul,thu,459,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,married,high.school,no,no,no,cellular,jul,thu,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,services,married,high.school,unknown,no,no,cellular,jul,mon,160,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,371,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,112,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
55,housemaid,divorced,unknown,unknown,yes,no,telephone,may,tue,376,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,self-employed,married,university.degree,unknown,no,yes,cellular,jul,mon,95,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,thu,309,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40,self-employed,married,high.school,unknown,yes,no,telephone,jun,tue,238,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
51,admin.,married,high.school,no,yes,no,cellular,nov,mon,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
33,services,divorced,unknown,no,no,no,cellular,jul,mon,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
45,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,399,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,admin.,married,high.school,no,yes,no,cellular,nov,mon,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
60,retired,divorced,university.degree,unknown,no,no,telephone,may,mon,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,technician,single,university.degree,no,yes,no,telephone,may,tue,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
57,retired,single,university.degree,no,yes,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,308,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,1399,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
44,technician,single,professional.course,no,yes,yes,cellular,nov,tue,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,330,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58,housemaid,married,basic.4y,unknown,no,no,cellular,nov,tue,91,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
48,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,251,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,714,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,technician,single,unknown,no,yes,no,cellular,jul,fri,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,116,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,admin.,married,high.school,no,yes,no,telephone,jul,thu,51,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,management,single,university.degree,no,no,yes,cellular,mar,thu,167,1,999,0,nonexistent,-1.8,92.843,-50.0,1.584,5099.1,yes
45,admin.,married,basic.6y,no,no,yes,cellular,jul,fri,268,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,admin.,married,high.school,no,no,no,cellular,jul,thu,490,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
32,admin.,single,high.school,no,yes,no,cellular,aug,tue,195,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
43,management,married,university.degree,no,no,no,cellular,nov,thu,1192,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
33,services,married,basic.4y,no,no,no,telephone,may,tue,202,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,management,married,university.degree,no,no,no,cellular,may,fri,203,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
38,admin.,single,unknown,no,yes,no,cellular,may,fri,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
41,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,649,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
29,technician,single,university.degree,no,yes,no,telephone,aug,thu,234,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,129,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,677,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
32,technician,single,university.degree,no,no,no,cellular,aug,tue,696,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,admin.,married,basic.9y,no,yes,no,cellular,jul,tue,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,student,single,unknown,unknown,yes,no,cellular,apr,thu,427,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31,admin.,married,high.school,no,yes,no,cellular,apr,fri,139,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,technician,married,professional.course,no,yes,no,cellular,may,wed,10,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
36,services,married,high.school,no,no,no,telephone,may,thu,139,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
